                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.1918,                 4.1837,                0.99484,                0.00217,                0.12764,                0.01934,                0.00976,                 1.4163,                 5.2281,                 1.1401,               0.067454,             2.9435e-05,             2.9435e-05
                      2,                 1.0412,                 2.6472,                 0.9441,                0.11615,                0.63344,                0.32115,                0.23658,                 1.0258,                 4.0477,                0.94027,                0.03415,             5.9464e-05,             5.9464e-05
                      3,                0.92517,                 2.0439,                0.91617,                0.52985,                0.44496,                0.46557,                0.35572,                0.98677,                  2.455,                0.92753,              0.0008467,             8.9128e-05,             8.9128e-05
                      4,                0.82748,                 1.7174,                0.88948,                 0.5412,                0.53972,                0.55674,                0.41964,                0.95296,                 1.9052,                0.91603,             8.9123e-05,             8.9123e-05,             8.9123e-05
                      5,                0.77139,                 1.4984,                0.87531,                0.60645,                 0.6279,                0.63288,                0.48294,                0.94753,                  1.702,                0.91349,              8.817e-05,              8.817e-05,              8.817e-05
                      6,                0.72854,                 1.3226,                0.86466,                0.70167,                0.68329,                0.71305,                0.54259,                0.91689,                 1.4859,                0.90846,             8.6954e-05,             8.6954e-05,             8.6954e-05
                      7,                0.69302,                 1.1888,                0.85671,                0.82738,                0.64662,                0.76312,                0.57752,                0.91725,                 1.3984,                 0.9063,             8.5484e-05,             8.5484e-05,             8.5484e-05
                      8,                0.64774,                 1.0523,                 0.8512,                0.82792,                0.68731,                0.78606,                0.59208,                0.90498,                 1.3596,                0.90221,             8.3768e-05,             8.3768e-05,             8.3768e-05
                      9,                 0.6124,                0.97049,                0.84254,                0.81138,                0.71094,                0.79479,                0.59911,                0.89422,                 1.3375,                0.90603,             8.1817e-05,             8.1817e-05,             8.1817e-05
                     10,                0.58946,                0.88729,                0.83712,                0.84747,                0.71384,                0.81429,                0.61301,                0.89352,                 1.2649,                0.90305,             7.9643e-05,             7.9643e-05,             7.9643e-05
                     11,                0.57015,                0.81914,                0.83423,                0.84913,                0.71451,                0.81814,                0.62229,                0.89586,                 1.2505,                0.90013,             7.7259e-05,             7.7259e-05,             7.7259e-05
                     12,                0.54062,                0.77228,                0.82902,                0.82373,                0.76397,                0.83177,                0.63276,                0.87925,                 1.2094,                0.89884,              7.468e-05,              7.468e-05,              7.468e-05
                     13,                0.51021,                0.72507,                0.82575,                0.87142,                 0.7112,                0.83074,                0.63204,                 0.8862,                 1.1858,                0.90102,             7.1922e-05,             7.1922e-05,             7.1922e-05
                     14,                0.49936,                0.68923,                0.82306,                0.88607,                0.72187,                0.84079,                0.63655,                0.88607,                 1.1829,                 0.9002,             6.9002e-05,             6.9002e-05,             6.9002e-05
                     15,                0.48002,                0.65162,                0.82024,                0.84152,                0.74687,                0.84284,                0.64136,                0.88588,                 1.1589,                0.90378,             6.5937e-05,             6.5937e-05,             6.5937e-05
                     16,                0.45957,                0.63112,                0.81658,                0.85794,                0.74827,                0.84529,                0.63814,                0.88292,                 1.1547,                0.90135,             6.2748e-05,             6.2748e-05,             6.2748e-05
                     17,                0.44392,                0.60918,                0.81384,                0.89217,                0.73573,                0.84434,                 0.6429,                0.88108,                 1.1718,                0.90445,             5.9453e-05,             5.9453e-05,             5.9453e-05
                     18,                0.43012,                0.58273,                0.81411,                0.87541,                0.74889,                 0.8447,                0.63915,                0.88387,                 1.1618,                0.90466,             5.6073e-05,             5.6073e-05,             5.6073e-05
                     19,                0.41329,                0.57065,                0.81121,                0.87946,                0.74751,                0.84802,                0.64263,                0.88417,                 1.1525,                0.90651,             5.2628e-05,             5.2628e-05,             5.2628e-05
                     20,                0.40285,                0.55416,                0.80793,                0.86802,                0.75501,                0.84849,                0.64174,                0.88287,                 1.1468,                0.90475,             4.9141e-05,             4.9141e-05,             4.9141e-05
                     21,                0.39118,                0.53905,                0.80788,                0.85696,                0.76467,                0.85282,                0.64509,                0.88077,                 1.1281,                0.90627,             4.5631e-05,             4.5631e-05,             4.5631e-05
                     22,                0.38173,                0.52692,                0.80786,                0.85638,                0.75535,                0.84644,                0.64415,                0.88119,                 1.1403,                 0.9065,             4.2122e-05,             4.2122e-05,             4.2122e-05
                     23,                0.36788,                0.51022,                0.80516,                0.87873,                0.74833,                0.85075,                0.64852,                0.87626,                 1.1304,                0.90599,             3.8634e-05,             3.8634e-05,             3.8634e-05
                     24,                0.36013,                 0.5106,                 0.8033,                0.86016,                0.75926,                0.84901,                0.64734,                0.88142,                 1.1478,                0.90809,              3.519e-05,              3.519e-05,              3.519e-05
                     25,                0.34833,                0.49486,                0.80333,                0.89934,                0.74189,                0.85231,                 0.6491,                0.87935,                 1.1388,                0.90694,              3.181e-05,              3.181e-05,              3.181e-05
                     26,                0.33511,                0.48123,                0.80272,                0.86762,                0.74802,                0.84824,                0.64677,                0.87717,                 1.1379,                0.90703,             2.8515e-05,             2.8515e-05,             2.8515e-05
                     27,                0.33242,                0.48224,                0.80049,                0.87231,                0.75315,                0.84861,                0.64611,                0.88176,                 1.1442,                0.90841,             2.5325e-05,             2.5325e-05,             2.5325e-05
                     28,                0.32343,                0.48024,                0.80137,                0.87483,                0.75402,                0.85082,                0.65076,                0.88034,                 1.1368,                0.90991,             2.2261e-05,             2.2261e-05,             2.2261e-05
                     29,                0.31597,                0.46438,                0.80051,                0.90059,                0.74017,                0.84986,                 0.6483,                0.88137,                 1.1374,                 0.9106,             1.9341e-05,             1.9341e-05,             1.9341e-05
                     30,                0.31102,                0.46398,                0.79848,                0.89009,                0.73787,                0.84907,                0.64587,                0.87991,                 1.1408,                0.90948,             1.6583e-05,             1.6583e-05,             1.6583e-05
