                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.1623,                 2.8749,                0.98573,                0.24205,                0.13935,                0.17885,                0.13836,                 1.1181,                 3.9542,                0.98868,               0.067756,             0.00033202,             0.00033202
                      2,                0.99055,                 1.5011,                0.93316,                0.16347,                0.79398,                0.44837,                0.32728,                 1.0526,                    2.9,                0.93916,               0.034762,             0.00067074,             0.00067074
                      3,                0.89995,                 1.1605,                0.91033,                0.68904,                0.63418,                0.70913,                0.53142,                 1.0138,                  1.393,                0.93209,              0.0017629,              0.0010053,              0.0010053
                      4,                0.82421,                 0.9396,                0.88658,                0.70047,                0.65958,                0.72255,                0.54953,                0.96563,                 1.2538,                0.93616,              0.0010053,              0.0010053,              0.0010053
                      5,                0.76704,                0.80389,                0.87612,                0.78792,                0.67269,                0.79407,                0.59671,                0.95613,                 1.1992,                0.94292,             0.00099454,             0.00099454,             0.00099454
                      6,                0.70801,                0.70369,                0.86315,                 0.7939,                0.74215,                0.82244,                0.61636,                0.93912,                 1.1125,                0.93974,             0.00098083,             0.00098083,             0.00098083
                      7,                0.65882,                0.62848,                0.84998,                0.80255,                0.75947,                0.85048,                0.62957,                0.91512,                0.98489,                 0.9224,             0.00096424,             0.00096424,             0.00096424
                      8,                0.61655,                0.56896,                 0.8436,                0.81672,                0.79979,                0.84676,                  0.635,                 0.9308,                 1.0003,                0.93535,             0.00094489,             0.00094489,             0.00094489
                      9,                0.60314,                0.52964,                0.83798,                0.83133,                0.76713,                0.84874,                0.64272,                0.90151,                0.98572,                0.92672,             0.00092288,             0.00092288,             0.00092288
                     10,                0.56793,                 0.4928,                0.83062,                0.84018,                0.80985,                0.86925,                 0.6479,                0.89756,                0.91954,                0.92234,             0.00089835,             0.00089835,             0.00089835
                     11,                0.52506,                0.44652,                0.82548,                0.84751,                0.77065,                 0.8523,                0.65428,                0.89035,                 1.0562,                0.92028,             0.00087146,             0.00087146,             0.00087146
                     12,                 0.5135,                0.43656,                0.82006,                 0.8409,                 0.7846,                0.85308,                0.63892,                0.90098,                0.99789,                0.92208,             0.00084237,             0.00084237,             0.00084237
                     13,                0.48698,                0.42249,                0.81593,                0.85767,                0.77771,                0.85573,                0.64988,                0.91083,                 1.0345,                0.92531,             0.00081126,             0.00081126,             0.00081126
                     14,                0.46767,                 0.3975,                0.81406,                0.86984,                0.81095,                0.87857,                0.67446,                0.87906,                0.89093,                0.91601,             0.00077832,             0.00077832,             0.00077832
                     15,                0.44739,                0.37788,                0.80854,                0.88451,                0.78801,                0.87607,                0.66463,                0.88371,                0.89797,                0.91896,             0.00074376,             0.00074376,             0.00074376
                     16,                0.41705,                0.35288,                0.80379,                0.89457,                 0.7932,                 0.8875,                0.67727,                0.86249,                0.86728,                0.91225,             0.00070778,             0.00070778,             0.00070778
                     17,                0.39582,                0.33385,                0.80153,                0.90062,                0.80524,                0.89164,                0.68258,                0.86067,                0.85499,                0.91211,             0.00067062,             0.00067062,             0.00067062
                     18,                0.37173,                0.32093,                0.79879,                 0.8935,                0.80594,                0.88317,                0.68077,                0.85901,                0.87637,                0.91369,             0.00063249,             0.00063249,             0.00063249
                     19,                0.37239,                0.31437,                0.79746,                0.87928,                0.81026,                0.88772,                0.68026,                0.86006,                0.83601,                0.91713,             0.00059364,             0.00059364,             0.00059364
                     20,                0.34495,                0.29852,                0.79506,                0.86929,                0.81956,                0.88792,                0.68481,                0.86054,                0.85071,                0.91583,              0.0005543,              0.0005543,              0.0005543
                     21,                  0.335,                0.28793,                0.79434,                0.86014,                0.84129,                0.89341,                0.69599,                 0.8442,                0.80668,                0.91125,             0.00051471,             0.00051471,             0.00051471
                     22,                0.31158,                0.27381,                0.79206,                0.88707,                0.82244,                0.89015,                0.68514,                0.85182,                0.81615,                0.91195,             0.00047513,             0.00047513,             0.00047513
                     23,                0.29421,                0.26193,                0.78866,                0.90282,                0.79075,                0.88982,                 0.6884,                0.83899,                0.79457,                0.90967,             0.00043579,             0.00043579,             0.00043579
                     24,                0.27173,                0.24893,                0.78504,                0.89063,                 0.8221,                0.88243,                0.68559,                0.83941,                0.79024,                0.90829,             0.00039694,             0.00039694,             0.00039694
                     25,                0.26327,                0.23803,                0.78565,                0.90139,                0.78789,                0.87979,                0.68311,                0.83673,                0.79222,                0.91085,             0.00035881,             0.00035881,             0.00035881
                     26,                0.25624,                0.22867,                0.78529,                0.89348,                0.80487,                0.88188,                0.68519,                0.83549,                0.81199,                0.91141,             0.00032164,             0.00032164,             0.00032164
