                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.1947,                 4.3397,                0.99688,                0.00037,                0.04658,                0.00127,                0.00059,                  1.462,                 5.2109,                 1.1621,               0.067428,             3.2576e-06,             3.2576e-06
                      2,                 1.0922,                  3.118,                0.95774,                0.10111,                 0.4456,                 0.1541,                0.10593,                 1.0922,                 4.5102,                0.97403,               0.034097,             6.5809e-06,             6.5809e-06
                      3,                 1.0117,                 2.7489,                 0.9366,                0.54914,                0.23653,                0.24486,                0.18078,                 1.0406,                 3.0382,                  0.944,             0.00076744,             9.8638e-06,             9.8638e-06
                      4,                0.96169,                 2.5741,                0.92418,                0.54433,                0.40269,                0.28355,                0.21188,                 1.0262,                 2.4861,                0.94012,             9.8632e-06,             9.8632e-06,             9.8632e-06
                      5,                0.93549,                  2.452,                0.92017,                  0.568,                0.39362,                0.32032,                 0.2412,                 1.0179,                 2.3126,                0.93862,             9.7577e-06,             9.7577e-06,             9.7577e-06
                      6,                0.90682,                 2.3126,                0.91397,                0.59187,                0.37167,                0.35749,                0.26981,                 1.0063,                 2.2276,                0.93551,             9.6232e-06,             9.6232e-06,             9.6232e-06
                      7,                 0.8902,                 2.2551,                0.90681,                0.62595,                 0.3747,                0.38744,                0.29336,                0.99898,                 2.1712,                0.93268,             9.4605e-06,             9.4605e-06,             9.4605e-06
                      8,                0.86119,                 2.1568,                0.90239,                0.63742,                0.38919,                0.41132,                0.31077,                0.99604,                 2.1022,                 0.9312,             9.2706e-06,             9.2706e-06,             9.2706e-06
                      9,                0.84703,                 2.0862,                0.89653,                0.64697,                0.40621,                0.43028,                0.32669,                0.99068,                 2.0534,                0.92779,             9.0546e-06,             9.0546e-06,             9.0546e-06
                     10,                0.82857,                 2.0148,                0.89249,                0.59788,                0.45897,                 0.4458,                0.33807,                0.98477,                 2.0076,                 0.9269,              8.814e-06,              8.814e-06,              8.814e-06
                     11,                0.81205,                 1.9218,                0.88941,                0.43903,                0.47853,                0.45937,                0.35027,                0.97751,                 1.9624,                0.92461,             8.5502e-06,             8.5502e-06,             8.5502e-06
                     12,                0.79962,                 1.8944,                0.88592,                0.47642,                 0.4869,                0.47476,                0.36181,                0.97557,                  1.938,                0.92346,             8.2648e-06,             8.2648e-06,             8.2648e-06
                     13,                 0.7858,                  1.836,                0.88354,                0.50256,                0.49396,                0.48546,                0.37106,                0.97057,                 1.9035,                0.92277,             7.9595e-06,             7.9595e-06,             7.9595e-06
                     14,                0.77542,                 1.7756,                0.88309,                0.51478,                0.50397,                 0.4972,                0.38019,                0.96874,                 1.8745,                 0.9221,             7.6364e-06,             7.6364e-06,             7.6364e-06
                     15,                0.76313,                  1.738,                0.87837,                0.53334,                0.50101,                0.50688,                0.38753,                0.96259,                 1.8433,                0.92023,             7.2973e-06,             7.2973e-06,             7.2973e-06
                     16,                0.75321,                  1.723,                0.87502,                0.54015,                0.50426,                0.51732,                0.39254,                 0.9619,                 1.8248,                0.91982,             6.9443e-06,             6.9443e-06,             6.9443e-06
                     17,                0.74555,                 1.6796,                0.87426,                0.54878,                0.51311,                0.52605,                0.39878,                0.96057,                 1.8074,                0.91894,             6.5796e-06,             6.5796e-06,             6.5796e-06
                     18,                0.73617,                 1.6237,                0.87425,                  0.563,                0.51008,                0.53587,                0.40751,                0.95623,                 1.7827,                0.91743,             6.2056e-06,             6.2056e-06,             6.2056e-06
                     19,                0.72783,                 1.6121,                 0.8722,                0.53233,                0.54476,                0.54221,                0.41223,                0.95302,                 1.7666,                0.91637,             5.8244e-06,             5.8244e-06,             5.8244e-06
                     20,                0.72096,                 1.5842,                0.86888,                0.55047,                0.53909,                0.55064,                0.41925,                0.95184,                 1.7491,                0.91575,             5.4384e-06,             5.4384e-06,             5.4384e-06
                     21,                0.71966,                 1.5563,                0.86866,                0.54935,                 0.5706,                0.55719,                0.42391,                0.95256,                 1.7415,                 0.9161,               5.05e-06,               5.05e-06,               5.05e-06
                     22,                0.71136,                 1.5381,                0.86926,                0.57698,                0.59134,                0.56741,                0.43008,                0.95116,                 1.7208,                0.91546,             4.6616e-06,             4.6616e-06,             4.6616e-06
                     23,                0.70751,                 1.5097,                0.86663,                0.58676,                0.58933,                0.57568,                 0.4375,                0.95042,                 1.7109,                0.91518,             4.2756e-06,             4.2756e-06,             4.2756e-06
                     24,                0.70056,                 1.5326,                0.86504,                0.62353,                 0.5781,                0.58228,                 0.4427,                0.95071,                 1.7043,                0.91516,             3.8944e-06,             3.8944e-06,             3.8944e-06
                     25,                0.69546,                  1.496,                0.86416,                0.64242,                0.57317,                0.59031,                0.44939,                0.94937,                 1.6986,                0.91518,             3.5204e-06,             3.5204e-06,             3.5204e-06
                     26,                0.68493,                 1.4708,                0.86435,                 0.6593,                0.56749,                0.59508,                0.45287,                0.94925,                 1.6901,                0.91483,             3.1557e-06,             3.1557e-06,             3.1557e-06
                     27,                0.68663,                 1.4703,                0.86279,                0.67629,                0.56854,                0.60318,                0.45927,                0.94745,                 1.6789,                0.91418,             2.8027e-06,             2.8027e-06,             2.8027e-06
                     28,                0.68558,                 1.4615,                0.86419,                 0.6632,                0.58554,                0.60827,                0.46089,                0.94648,                 1.6709,                0.91357,             2.4636e-06,             2.4636e-06,             2.4636e-06
                     29,                0.68181,                 1.4398,                0.86177,                0.69777,                0.56305,                0.61083,                0.46361,                0.94531,                 1.6637,                0.91346,             2.1405e-06,             2.1405e-06,             2.1405e-06
                     30,                0.67881,                 1.4596,                0.86067,                0.70134,                0.57012,                0.61383,                0.46642,                0.94503,                 1.6603,                0.91336,             1.8352e-06,             1.8352e-06,             1.8352e-06
                     31,                0.68047,                 1.4329,                0.86283,                0.70267,                0.56792,                0.61535,                0.46756,                0.94458,                 1.6593,                0.91328,             1.5498e-06,             1.5498e-06,             1.5498e-06
                     32,                0.67317,                 1.4176,                0.86121,                0.70615,                0.56806,                0.61705,                0.46963,                0.94413,                 1.6591,                0.91323,              1.286e-06,              1.286e-06,              1.286e-06
                     33,                0.68349,                 1.4484,                0.86161,                0.72571,                0.57139,                0.61827,                0.46969,                0.94402,                 1.6543,                0.91323,             1.0454e-06,             1.0454e-06,             1.0454e-06
                     34,                0.66883,                 1.4039,                0.86134,                0.71185,                0.57532,                0.61873,                0.47156,                0.94418,                 1.6523,                0.91359,             8.2943e-07,             8.2943e-07,             8.2943e-07
                     35,                0.67031,                 1.4142,                0.85933,                0.71222,                0.56713,                0.61905,                0.47099,                0.94381,                 1.6504,                0.91362,             6.3952e-07,             6.3952e-07,             6.3952e-07
                     36,                0.67139,                 1.4286,                0.86076,                0.71019,                0.57291,                0.61989,                0.47143,                0.94406,                 1.6528,                0.91372,              4.768e-07,              4.768e-07,              4.768e-07
                     37,                0.67056,                 1.4298,                0.85984,                0.71455,                0.56696,                0.61987,                0.47151,                0.94316,                 1.6484,                0.91332,             3.4227e-07,             3.4227e-07,             3.4227e-07
                     38,                0.67272,                 1.4046,                 0.8616,                0.71224,                 0.5695,                0.61955,                0.47126,                0.94365,                 1.6486,                0.91366,             2.3677e-07,             2.3677e-07,             2.3677e-07
                     39,                0.66915,                 1.4305,                0.86124,                0.71583,                0.57515,                0.61994,                0.47178,                0.94352,                  1.646,                0.91327,             1.6094e-07,             1.6094e-07,             1.6094e-07
                     40,                0.66613,                 1.4017,                0.86064,                0.73199,                0.56822,                 0.6212,                0.47347,                0.94232,                 1.6467,                0.91304,             1.1526e-07,             1.1526e-07,             1.1526e-07
