                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.1737,                 1.7298,                 1.0735,                0.17264,                0.08879,                 0.1182,                0.07394,                 1.9439,                 5.1605,                 1.8541,               0.067694,             0.00033267,             0.00033267
                      2,                0.72832,                0.63098,                0.88027,                0.85799,                0.75436,                0.84672,                0.68853,                0.78601,                 1.1913,                0.90801,               0.034699,             0.00067139,             0.00067139
                      3,                0.62036,                0.49978,                0.85398,                0.89147,                0.86593,                0.93232,                0.77712,                0.65584,                0.69119,                0.85176,              0.0017004,               0.001006,               0.001006
                      4,                0.54882,                0.43149,                0.83655,                 0.9323,                0.87368,                0.93893,                 0.7869,                0.64989,                 0.6032,                0.84696,              0.0010053,              0.0010053,              0.0010053
                      5,                0.49192,                0.38481,                0.82365,                0.94039,                0.87436,                0.94552,                0.79339,                0.64647,                 0.5589,                0.84585,             0.00099454,             0.00099454,             0.00099454
                      6,                0.43201,                0.34726,                0.81344,                0.92818,                 0.8691,                0.93964,                0.79779,                0.62483,                0.58467,                0.84317,             0.00098083,             0.00098083,             0.00098083
                      7,                0.40153,                0.32591,                0.80719,                0.92795,                0.86916,                0.93845,                0.79444,                 0.6282,                0.58325,                0.84078,             0.00096424,             0.00096424,             0.00096424
                      8,                0.37123,                0.30846,                0.80533,                0.91004,                 0.8697,                0.93409,                0.79357,                0.62405,                0.60582,                0.84225,             0.00094489,             0.00094489,             0.00094489
                      9,                0.35205,                0.28728,                0.80127,                0.94888,                 0.8709,                0.94901,                0.80741,                0.60913,                  0.518,                 0.8372,             0.00092288,             0.00092288,             0.00092288
                     10,                0.33507,                0.27472,                0.79766,                0.92727,                0.88335,                 0.9493,                0.80469,                0.61845,                0.51885,                0.83698,             0.00089835,             0.00089835,             0.00089835
                     11,                0.31559,                0.26674,                0.79567,                0.92888,                0.86189,                 0.9418,                0.80144,                0.60784,                0.54718,                0.83648,             0.00087146,             0.00087146,             0.00087146
                     12,                0.30045,                0.25977,                0.79413,                0.94445,                0.87748,                0.94636,                0.79979,                0.61999,                0.52556,                0.83964,             0.00084237,             0.00084237,             0.00084237
                     13,                0.29122,                0.24877,                0.79539,                 0.9256,                0.88106,                 0.9429,                0.80385,                0.61932,                0.53419,                0.83936,             0.00081126,             0.00081126,             0.00081126
                     14,                0.28277,                0.24631,                0.79575,                0.92926,                0.89467,                  0.947,                0.80859,                0.60879,                0.51727,                0.83588,             0.00077832,             0.00077832,             0.00077832
                     15,                0.27452,                0.23738,                0.79224,                0.92136,                0.87278,                0.94098,                0.80668,                0.61178,                0.51707,                0.83742,             0.00074376,             0.00074376,             0.00074376
                     16,                0.25383,                0.22387,                0.79377,                0.91453,                0.88601,                0.94488,                0.80446,                0.61105,                0.51178,                0.83634,             0.00070778,             0.00070778,             0.00070778
                     17,                0.24831,                0.21579,                0.79202,                0.93848,                0.87689,                0.94604,                0.80893,                0.60519,                0.51966,                0.83619,             0.00067062,             0.00067062,             0.00067062
                     18,                0.24185,                0.21395,                0.78844,                0.91119,                0.89797,                0.94681,                0.80765,                0.61142,                0.51043,                0.83584,             0.00063249,             0.00063249,             0.00063249
                     19,                0.22883,                0.20575,                0.78808,                0.92202,                0.88321,                 0.9455,                0.80506,                0.61382,                0.52298,                0.83685,             0.00059364,             0.00059364,             0.00059364
                     20,                0.22746,                0.21484,                0.79074,                0.92079,                0.89343,                0.94827,                0.81027,                0.61127,                0.51596,                0.83799,              0.0005543,              0.0005543,              0.0005543
                     21,                0.21644,                0.20036,                0.78529,                0.93341,                0.88562,                0.94754,                0.80768,                0.60945,                0.51655,                0.83751,             0.00051471,             0.00051471,             0.00051471
                     22,                0.20873,                0.19293,                0.78551,                0.94365,                0.86358,                 0.9404,                 0.8065,                0.61796,                0.54426,                0.83838,             0.00047513,             0.00047513,             0.00047513
                     23,                0.20689,                0.18622,                0.78589,                0.93225,                0.87585,                0.94448,                0.80576,                0.61367,                 0.5132,                0.83833,             0.00043579,             0.00043579,             0.00043579
                     24,                0.19978,                0.19666,                0.78343,                0.94985,                0.85721,                 0.9448,                0.80608,                0.60718,                0.52452,                0.83679,             0.00039694,             0.00039694,             0.00039694
                     25,                0.18944,                0.17754,                0.78251,                 0.9343,                 0.8713,                0.93932,                0.80373,                0.60786,                0.54416,                0.83733,             0.00035881,             0.00035881,             0.00035881
                     26,                0.18792,                0.17362,                0.78459,                0.94026,                0.88085,                0.94179,                0.80476,                0.60628,                0.50985,                0.83615,             0.00032164,             0.00032164,             0.00032164
                     27,                0.17623,                0.16675,                0.78361,                0.94381,                 0.8834,                0.94504,                0.80897,                 0.6073,                0.52036,                0.83782,             0.00028567,             0.00028567,             0.00028567
                     28,                0.16771,                0.16449,                 0.7816,                0.93422,                0.88414,                0.94597,                0.80873,                0.60417,                 0.5109,                0.83615,              0.0002511,              0.0002511,              0.0002511
                     29,                0.16851,                0.16432,                0.78037,                0.94063,                0.87748,                  0.946,                 0.8058,                0.60412,                  0.516,                0.83588,             0.00021816,             0.00021816,             0.00021816
                     30,                0.16392,                0.15676,                 0.7798,                0.94901,                0.87346,                0.94339,                0.80823,                0.60542,                0.51979,                0.83642,             0.00018705,             0.00018705,             0.00018705
                     31,                0.16267,                 0.1649,                0.77975,                0.92472,                0.89277,                0.94434,                0.80667,                0.60403,                0.51058,                0.83554,             0.00015796,             0.00015796,             0.00015796
                     32,                0.15067,                0.14862,                0.78171,                0.92816,                0.89059,                0.94471,                0.81033,                0.60293,                0.51628,                0.83622,             0.00013107,             0.00013107,             0.00013107
                     33,                0.15391,                0.15182,                0.78104,                0.93247,                0.88887,                0.94516,                 0.8106,                0.60286,                0.51366,                0.83592,             0.00010655,             0.00010655,             0.00010655
                     34,                0.14802,                0.14684,                0.78086,                0.93164,                0.88429,                0.94244,                 0.8075,                0.60402,                0.52332,                0.83603,             8.4538e-05,             8.4538e-05,             8.4538e-05
                     35,                0.14554,                0.14806,                0.77985,                0.93498,                 0.8822,                0.94315,                0.80565,                0.60319,                 0.5221,                0.83582,             6.5182e-05,             6.5182e-05,             6.5182e-05
                     36,                0.14617,                 0.1465,                0.78302,                0.93391,                 0.8828,                0.94617,                0.80825,                0.60239,                0.52043,                0.83599,             4.8597e-05,             4.8597e-05,             4.8597e-05
                     37,                0.14825,                0.14689,                0.77977,                0.92723,                 0.8903,                0.94285,                0.80783,                0.60426,                0.51829,                0.83603,             3.4885e-05,             3.4885e-05,             3.4885e-05
                     38,                0.14005,                0.14248,                0.77801,                0.92984,                0.89027,                0.94361,                0.80653,                0.60374,                0.51716,                0.83607,             2.4132e-05,             2.4132e-05,             2.4132e-05
                     39,                0.14262,                0.14402,                0.77871,                0.92905,                0.89168,                0.94374,                0.80689,                0.60358,                0.51909,                0.83621,             1.6404e-05,             1.6404e-05,             1.6404e-05
                     40,                0.14162,                0.14503,                0.78046,                0.92855,                 0.8912,                0.94441,                0.80736,                0.60378,                0.52003,                0.83631,             1.1748e-05,             1.1748e-05,             1.1748e-05
