                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.3207,                 2.7701,                 1.0527,                 0.0907,                0.79344,                0.26505,                0.18169,                   1.23,                 2.9838,                 1.0321,               0.067395,             0.00033575,             0.00033575
                      2,                 1.1975,                 1.6378,                  1.028,                0.58235,                0.53714,                0.59041,                0.40127,                 1.1451,                 1.6497,                 1.0062,                 0.0344,             0.00067446,             0.00067446
                      3,                 1.1364,                 1.3755,                0.99474,                0.66598,                0.58932,                0.69082,                0.46901,                 1.1134,                  1.781,                 1.0005,              0.0014012,               0.001009,               0.001009
                      4,                 1.1123,                 1.2353,                 1.0048,                0.59198,                0.54989,                0.57186,                 0.3764,                  1.127,                 1.7233,                 1.0317,              0.0010053,              0.0010053,              0.0010053
                      5,                 1.0855,                 1.1135,                0.99636,                0.77825,                0.69466,                0.76852,                0.53822,                 1.0946,                 1.2518,                 0.9915,             0.00099454,             0.00099454,             0.00099454
                      6,                 1.0949,                 1.0877,                0.99502,                0.83798,                0.74426,                0.83973,                0.58205,                 1.0695,                  1.061,                0.97959,             0.00098083,             0.00098083,             0.00098083
                      7,                 1.0757,                 1.0078,                0.98959,                0.82306,                0.77854,                0.85336,                0.60116,                 1.0316,                0.99756,                0.97918,             0.00096424,             0.00096424,             0.00096424
                      8,                 1.0408,                 0.9515,                0.97508,                0.84553,                0.79228,                0.86628,                0.61574,                 1.0229,                0.92355,                0.97374,             0.00094489,             0.00094489,             0.00094489
                      9,                 1.0132,                0.91574,                0.97256,                0.84432,                0.77634,                0.86599,                0.62404,                 1.0041,                0.95464,                0.96597,             0.00092288,             0.00092288,             0.00092288
                     10,                 1.0157,                0.88141,                0.97207,                0.83527,                0.80926,                0.88937,                0.64581,                0.97816,                0.92289,                0.96239,             0.00089835,             0.00089835,             0.00089835
                     11,                 1.0199,                0.87447,                0.96577,                0.84346,                0.84132,                0.90026,                0.65048,                0.96616,                 0.8245,                0.95649,             0.00087146,             0.00087146,             0.00087146
                     12,                0.99686,                0.84334,                0.96599,                0.87249,                0.81086,                0.88693,                0.64382,                0.97391,                0.86323,                0.96552,             0.00084237,             0.00084237,             0.00084237
                     13,                0.96064,                 0.8052,                0.95041,                0.87949,                0.83019,                0.91044,                0.67338,                0.92314,                0.80128,                0.95079,             0.00081126,             0.00081126,             0.00081126
                     14,                0.96345,                0.78579,                 0.9512,                0.88309,                 0.8549,                0.92365,                0.67838,                0.93657,                 0.7465,                0.94133,             0.00077832,             0.00077832,             0.00077832
                     15,                0.95195,                0.75044,                0.94756,                0.88703,                0.84699,                0.91915,                0.68388,                0.92673,                0.74642,                 0.9445,             0.00074376,             0.00074376,             0.00074376
                     16,                0.94653,                0.74137,                 0.9397,                0.89495,                0.85802,                 0.9253,                0.69234,                0.92385,                0.71893,                0.94397,             0.00070778,             0.00070778,             0.00070778
                     17,                0.94055,                0.72812,                0.94163,                0.89759,                0.86652,                0.93194,                0.69878,                0.89142,                0.68117,                0.93046,             0.00067062,             0.00067062,             0.00067062
