                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.1835,                 3.5515,                0.99309,                0.22058,                0.23305,                0.21125,                0.15627,                 1.1085,                 4.8567,                0.98442,               0.067756,             0.00033202,             0.00033202
                      2,                 1.0007,                 1.9039,                0.93687,                0.32865,                0.40764,                0.32076,                0.23629,                  1.128,                 3.7618,                0.97937,               0.034762,             0.00067074,             0.00067074
                      3,                0.92275,                 1.4279,                 0.9154,                0.67027,                0.60396,                0.66506,                0.48951,                      1,                 1.8017,                0.94399,              0.0017629,              0.0010053,              0.0010053
                      4,                0.82541,                 1.1303,                0.89142,                0.73727,                0.75379,                0.80295,                0.59399,                0.96539,                 1.3249,                0.92922,              0.0010053,              0.0010053,              0.0010053
                      5,                0.78305,                0.96937,                0.88164,                0.84242,                0.70668,                0.83827,                0.63291,                0.94732,                 1.2946,                0.93235,             0.00099454,             0.00099454,             0.00099454
                      6,                 0.7339,                0.84476,                0.87082,                 0.8336,                0.76379,                0.84442,                0.61805,                0.92247,                 1.2876,                 0.9175,             0.00098083,             0.00098083,             0.00098083
                      7,                0.68597,                 0.7455,                 0.8561,                 0.8303,                0.77412,                0.83199,                0.62024,                0.93277,                 1.3467,                0.92933,             0.00096424,             0.00096424,             0.00096424
                      8,                0.63998,                0.67524,                 0.8467,                0.83625,                0.75014,                0.84204,                0.62652,                0.90854,                 1.3205,                0.91952,             0.00094489,             0.00094489,             0.00094489
                      9,                0.60285,                0.65882,                0.83893,                0.83126,                0.77278,                0.85255,                0.63319,                0.89589,                  1.137,                0.90584,             0.00092288,             0.00092288,             0.00092288
                     10,                0.56384,                 0.6078,                0.83039,                0.89668,                 0.7816,                0.86029,                0.64018,                0.89724,                 1.1541,                0.91502,             0.00089835,             0.00089835,             0.00089835
                     11,                0.54255,                0.54776,                0.82892,                0.82631,                0.81089,                 0.8634,                0.65587,                0.87917,                  1.128,                0.91021,             0.00087146,             0.00087146,             0.00087146
                     12,                0.51734,                0.51682,                0.82219,                0.85037,                0.81556,                0.87067,                0.66188,                0.87591,                 1.0614,                0.91158,             0.00084237,             0.00084237,             0.00084237
                     13,                0.48123,                0.48744,                 0.8153,                0.84582,                0.81886,                0.87786,                0.67356,                0.86639,                 1.0539,                0.90538,             0.00081126,             0.00081126,             0.00081126
                     14,                0.45115,                0.45577,                 0.8122,                0.87483,                0.80766,                0.88284,                0.67777,                 0.8642,                 1.0878,                0.90642,             0.00077832,             0.00077832,             0.00077832
