                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.70571,                0.90601,                0.89425,                0.51108,                0.38177,                0.46181,                0.34364,                  1.253,                  3.991,                 1.2241,               0.067694,             0.00033267,             0.00033267
                      2,                0.42352,                0.34687,                0.80441,                0.89732,                0.96628,                0.97737,                0.88387,                 0.4525,                0.44023,                0.82066,               0.034699,             0.00067139,             0.00067139
                      3,                0.38878,                0.31851,                0.80362,                0.94181,                0.98104,                0.98911,                0.90091,                0.41912,                 0.3622,                0.81527,              0.0017004,               0.001006,               0.001006
                      4,                0.35153,                0.28894,                0.79844,                0.85415,                0.98875,                0.98869,                0.91892,                0.41657,                0.35808,                0.81482,              0.0010053,              0.0010053,              0.0010053
                      5,                0.33036,                0.27579,                0.79804,                 0.9762,                0.83736,                0.98822,                0.91756,                0.39274,                0.34474,                0.81073,             0.00099454,             0.00099454,             0.00099454
                      6,                0.30375,                0.25451,                0.79358,                0.98441,                0.83298,                0.98821,                0.91775,                0.41044,                0.33181,                0.81499,             0.00098083,             0.00098083,             0.00098083
                      7,                0.28676,                0.24611,                 0.7916,                0.98012,                0.83026,                0.98825,                0.90694,                0.39784,                0.32164,                0.81208,             0.00096424,             0.00096424,             0.00096424
                      8,                0.28302,                0.23329,                0.78934,                0.98504,                0.82572,                0.98828,                0.92083,                0.40474,                0.32695,                0.81362,             0.00094489,             0.00094489,             0.00094489
                      9,                0.26841,                0.22615,                0.78205,                0.97722,                0.83464,                0.98578,                0.90272,                 0.4185,                0.33971,                0.81551,             0.00092288,             0.00092288,             0.00092288
                     10,                0.26382,                  0.225,                0.78376,                0.98865,                 0.8397,                0.98818,                0.90249,                0.41007,                0.32706,                0.81463,             0.00089835,             0.00089835,             0.00089835
                     11,                0.25661,                0.21582,                 0.7902,                0.98037,                0.83958,                0.98952,                0.90655,                0.40196,                0.32212,                0.81255,             0.00087146,             0.00087146,             0.00087146
                     12,                0.24454,                0.20622,                0.78402,                0.98261,                0.83667,                0.98814,                0.90369,                0.40911,                0.32099,                0.81332,             0.00084237,             0.00084237,             0.00084237
                     13,                0.23317,                0.20367,                 0.7839,                0.96895,                0.83851,                0.98891,                0.90617,                0.41329,                0.33428,                0.81334,             0.00081126,             0.00081126,             0.00081126
                     14,                0.23327,                 0.2094,                0.78671,                0.98017,                 0.8362,                0.98775,                0.90048,                0.41535,                0.32073,                 0.8142,             0.00077832,             0.00077832,             0.00077832
                     15,                0.22881,                0.19445,                0.78336,                0.97103,                0.82601,                 0.9853,                0.89975,                0.41858,                0.33398,                0.81505,             0.00074376,             0.00074376,             0.00074376
                     16,                0.22559,                0.19261,                0.78528,                0.99053,                0.80787,                0.98378,                0.91168,                0.41073,                0.32493,                0.81331,             0.00070778,             0.00070778,             0.00070778
                     17,                0.21252,                0.18571,                0.78169,                0.98191,                0.83375,                0.98759,                0.91622,                0.40519,                0.33046,                0.81283,             0.00067062,             0.00067062,             0.00067062
                     18,                0.20951,                0.18063,                0.78344,                0.98748,                0.83564,                 0.9872,                0.90464,                0.41184,                0.31673,                0.81404,             0.00063249,             0.00063249,             0.00063249
                     19,                0.19796,                0.17288,                0.78319,                0.97829,                0.83608,                  0.987,                0.90333,                0.40871,                0.31847,                0.81277,             0.00059364,             0.00059364,             0.00059364
                     20,                0.19479,                0.17164,                0.77921,                0.98422,                0.82403,                0.98668,                0.91283,                0.41575,                0.32656,                 0.8134,              0.0005543,              0.0005543,              0.0005543
                     21,                 0.1875,                0.17016,                0.77828,                0.98562,                0.82705,                0.98757,                0.91397,                0.40523,                0.31688,                0.81225,             0.00051471,             0.00051471,             0.00051471
                     22,                0.18014,                0.15973,                0.77726,                0.98574,                0.82916,                0.98637,                0.90373,                0.40614,                0.32226,                0.81307,             0.00047513,             0.00047513,             0.00047513
                     23,                0.17496,                0.15521,                0.77843,                 0.9828,                0.83289,                0.98665,                0.90225,                0.41232,                0.31369,                0.81324,             0.00043579,             0.00043579,             0.00043579
                     24,                0.17059,                0.15169,                0.77821,                 0.9771,                0.83391,                0.98521,                0.91275,                0.40728,                0.32182,                0.81252,             0.00039694,             0.00039694,             0.00039694
                     25,                0.16839,                0.15215,                0.77617,                0.98311,                0.82396,                0.98592,                0.91348,                0.40742,                 0.3215,                0.81289,             0.00035881,             0.00035881,             0.00035881
                     26,                0.16529,                0.14736,                0.78248,                0.98498,                0.83269,                 0.9872,                0.90262,                0.40378,                0.31411,                0.81221,             0.00032164,             0.00032164,             0.00032164
                     27,                0.16121,                0.14403,                  0.777,                0.97693,                0.83622,                0.98727,                0.91386,                0.40965,                0.31752,                0.81312,             0.00028567,             0.00028567,             0.00028567
