                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.1815,                 4.1824,                0.99383,                0.20245,                0.05738,                0.12422,                0.09975,                 1.2585,                  6.047,                 1.0788,               0.067756,             0.00033202,             0.00033202
                      2,                0.98888,                 2.1826,                0.93677,                0.15901,                  0.789,                0.40979,                0.30372,                  1.123,                 4.2394,                0.98343,               0.034762,             0.00067074,             0.00067074
                      3,                0.91751,                 1.7073,                0.91505,                0.64066,                 0.5786,                0.62912,                0.45281,                 1.0021,                 2.0316,                0.93916,              0.0017629,              0.0010053,              0.0010053
                      4,                0.84204,                 1.3628,                0.89416,                0.76324,                0.67467,                0.75648,                0.56333,                0.98658,                 1.8582,                 0.9371,              0.0010053,              0.0010053,              0.0010053
                      5,                 0.8033,                 1.1842,                0.88593,                0.78089,                0.63588,                0.75115,                  0.563,                0.95479,                 1.8091,                0.92917,             0.00099454,             0.00099454,             0.00099454
                      6,                0.72725,                 1.0093,                  0.866,                 0.8079,                0.71706,                0.78412,                 0.5831,                0.94984,                 1.6273,                 0.9238,             0.00098083,             0.00098083,             0.00098083
                      7,                 0.6904,                0.90015,                0.85677,                0.72992,                0.74641,                0.80557,                0.60433,                0.93017,                 1.5287,                0.92527,             0.00096424,             0.00096424,             0.00096424
                      8,                0.64405,                0.79574,                0.84779,                 0.7975,                0.78202,                0.82786,                0.61306,                0.92248,                 1.5512,                0.92618,             0.00094489,             0.00094489,             0.00094489
                      9,                0.59748,                0.75001,                0.83605,                0.84529,                0.78686,                0.85787,                 0.6398,                0.90078,                 1.3392,                0.91776,             0.00092288,             0.00092288,             0.00092288
                     10,                0.57823,                0.72699,                0.83217,                0.87478,                0.81758,                0.87628,                0.65708,                0.89806,                 1.3151,                0.91644,             0.00089835,             0.00089835,             0.00089835
                     11,                0.54626,                0.65032,                0.82883,                  0.867,                0.81471,                 0.8683,                0.65579,                0.89328,                 1.2945,                0.91289,             0.00087146,             0.00087146,             0.00087146
                     12,                0.51304,                0.59758,                0.82031,                0.90435,                0.76486,                0.87358,                0.65934,                0.88928,                 1.3064,                0.91333,             0.00084237,             0.00084237,             0.00084237
                     13,                0.48195,                0.56859,                0.81473,                0.85079,                 0.8177,                0.87555,                 0.6531,                0.88496,                 1.2483,                 0.9124,             0.00081126,             0.00081126,             0.00081126
                     14,                0.46797,                0.54958,                0.81516,                0.88515,                0.81777,                0.87793,                0.66503,                0.87076,                 1.2339,                0.91068,             0.00077832,             0.00077832,             0.00077832
                     15,                 0.4457,                0.51357,                0.80884,                 0.8711,                0.82843,                0.87998,                0.67783,                0.86073,                  1.267,                0.91198,             0.00074376,             0.00074376,             0.00074376
                     16,                0.41845,                 0.4894,                0.80437,                0.86787,                0.83987,                0.88258,                0.67003,                0.87579,                 1.2007,                0.91232,             0.00070778,             0.00070778,             0.00070778
                     17,                0.39264,                0.46711,                0.80239,                0.91675,                0.81202,                0.88545,                0.67474,                0.85546,                  1.201,                0.90962,             0.00067062,             0.00067062,             0.00067062
                     18,                0.37276,                0.44124,                0.80025,                0.88078,                 0.8209,                 0.8815,                0.67322,                0.86173,                 1.2483,                 0.9097,             0.00063249,             0.00063249,             0.00063249
                     19,                0.34767,                0.42362,                 0.7967,                0.88588,                0.82394,                0.88619,                0.68786,                0.84298,                 1.2096,                0.90918,             0.00059364,             0.00059364,             0.00059364
                     20,                0.33436,                0.41081,                0.79419,                 0.8813,                0.82347,                0.87789,                0.67549,                0.84988,                 1.2376,                0.90827,              0.0005543,              0.0005543,              0.0005543
                     21,                0.31216,                0.38935,                0.79295,                0.88513,                0.82779,                0.88741,                0.67495,                0.84373,                 1.2247,                0.91079,             0.00051471,             0.00051471,             0.00051471
                     22,                0.29474,                0.37201,                0.79167,                0.90768,                0.81112,                0.88748,                0.68015,                0.84753,                 1.1756,                0.90478,             0.00047513,             0.00047513,             0.00047513
                     23,                0.27564,                 0.3462,                0.78879,                0.90235,                0.81917,                 0.8902,                0.68904,                0.83869,                 1.1787,                  0.906,             0.00043579,             0.00043579,             0.00043579
                     24,                0.26446,                0.33717,                 0.7863,                0.90498,                0.82134,                 0.8868,                0.68894,                 0.8355,                 1.1877,                0.90512,             0.00039694,             0.00039694,             0.00039694
                     25,                0.25164,                0.32293,                0.78663,                 0.8995,                0.81279,                0.88731,                0.68383,                0.83538,                 1.1789,                0.90414,             0.00035881,             0.00035881,             0.00035881
                     26,                0.23432,                0.30466,                0.78569,                0.89354,                0.83655,                0.89651,                0.69013,                0.83363,                 1.1679,                0.90392,             0.00032164,             0.00032164,             0.00032164
                     27,                0.22325,                0.29331,                0.78316,                0.90974,                0.81545,                0.89452,                0.69673,                0.82811,                  1.162,                0.90418,             0.00028567,             0.00028567,             0.00028567
