                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.1761,                 4.2384,                0.99338,                 0.0027,                 0.0596,                0.00687,                0.00223,                 1.5702,                 5.1873,                 1.1928,               0.067428,             3.2576e-06,             3.2576e-06
                      2,                 1.0545,                 2.9861,                0.94657,                0.08762,                0.54508,                0.19674,                0.14327,                 1.0477,                 4.2399,                0.94775,               0.034097,             6.5809e-06,             6.5809e-06
                      3,                0.97885,                  2.597,                0.92898,                0.58248,                0.27236,                0.27658,                0.20647,                 1.0162,                 2.9773,                0.93909,             0.00076744,             9.8638e-06,             9.8638e-06
                      4,                0.93048,                 2.4192,                0.91635,                0.58535,                0.37114,                0.32118,                0.24011,                 1.0065,                 2.3918,                0.93575,             9.8632e-06,             9.8632e-06,             9.8632e-06
                      5,                0.90746,                 2.3207,                0.91323,                 0.5138,                0.37805,                0.36363,                0.27438,                0.99412,                 2.2033,                0.93327,             9.7577e-06,             9.7577e-06,             9.7577e-06
                      6,                0.88016,                 2.1743,                0.90894,                0.55067,                0.38756,                0.39062,                  0.296,                0.98548,                 2.1235,                0.93189,             9.6232e-06,             9.6232e-06,             9.6232e-06
                      7,                0.86219,                 2.1084,                0.90327,                0.52431,                0.43865,                0.41218,                0.31321,                0.97625,                 2.0546,                0.92896,             9.4605e-06,             9.4605e-06,             9.4605e-06
                      8,                0.83095,                 2.0146,                0.89778,                0.55706,                0.43415,                0.43098,                0.32686,                0.97051,                  1.991,                 0.9261,             9.2706e-06,             9.2706e-06,             9.2706e-06
                      9,                0.81555,                 1.9395,                0.89244,                0.46829,                0.42075,                0.44953,                0.34229,                0.96544,                 1.9503,                0.92465,             9.0546e-06,             9.0546e-06,             9.0546e-06
                     10,                0.80501,                 1.8728,                0.88985,                0.44628,                0.46794,                0.46425,                0.35389,                0.96239,                 1.9073,                0.92429,              8.814e-06,              8.814e-06,              8.814e-06
                     11,                0.78853,                 1.7792,                0.88656,                0.45673,                 0.4718,                0.47834,                0.36466,                0.95964,                 1.8663,                0.92243,             8.5502e-06,             8.5502e-06,             8.5502e-06
