                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.1754,                  3.173,                0.99534,                0.23314,                0.23832,                0.21513,                0.16412,                 1.0579,                 4.1317,                0.95889,               0.067756,             0.00033202,             0.00033202
                      2,                0.99229,                 1.6391,                0.93983,                0.44103,                0.43588,                0.46912,                0.34451,                 1.0491,                 2.7973,                0.95524,               0.034762,             0.00067074,             0.00067074
                      3,                0.89853,                 1.2805,                0.90803,                0.59631,                0.60423,                  0.672,                0.48455,                  1.022,                 1.6672,                0.94522,              0.0017629,              0.0010053,              0.0010053
                      4,                0.81938,                0.97823,                0.88559,                0.77948,                0.72144,                0.82282,                0.60587,                0.97944,                 1.1267,                0.95781,              0.0010053,              0.0010053,              0.0010053
                      5,                0.76835,                0.86937,                0.87617,                0.76512,                0.71176,                0.81659,                0.60615,                0.92682,                 1.0917,                0.92406,             0.00099454,             0.00099454,             0.00099454
                      6,                0.72328,                0.76304,                0.86185,                0.83408,                0.78641,                0.83774,                0.61052,                0.93076,                 1.0468,                0.92997,             0.00098083,             0.00098083,             0.00098083
                      7,                0.66949,                 0.6718,                0.85002,                0.85511,                 0.7842,                0.86136,                0.64416,                0.91057,                0.99189,                0.91695,             0.00096424,             0.00096424,             0.00096424
                      8,                0.62379,                0.59977,                0.84262,                0.85405,                0.79524,                0.86849,                0.65311,                0.91456,                0.95357,                0.92833,             0.00094489,             0.00094489,             0.00094489
                      9,                0.58796,                 0.5654,                0.83346,                0.89266,                0.77857,                0.87453,                0.65937,                0.89169,                0.95607,                0.91649,             0.00092288,             0.00092288,             0.00092288
                     10,                0.56002,                0.51525,                0.82632,                0.89735,                0.77699,                0.87717,                0.65372,                0.89919,                0.93126,                0.91906,             0.00089835,             0.00089835,             0.00089835
                     11,                0.51261,                0.46257,                0.82045,                0.87556,                0.81388,                0.87464,                  0.662,                0.88171,                0.90664,                0.91211,             0.00087146,             0.00087146,             0.00087146
                     12,                0.48255,                0.44535,                 0.8143,                0.85194,                0.80463,                 0.8739,                0.67034,                0.85624,                0.91064,                 0.9035,             0.00084237,             0.00084237,             0.00084237
                     13,                  0.459,                0.42076,                0.81051,                0.85922,                0.80197,                0.87702,                0.67004,                 0.8819,                 0.9149,                0.91172,             0.00081126,             0.00081126,             0.00081126
                     14,                0.43863,                0.39301,                0.80926,                0.88508,                0.83261,                0.89649,                 0.6836,                0.86389,                0.86601,                0.90733,             0.00077832,             0.00077832,             0.00077832
                     15,                0.41947,                0.37529,                0.80375,                 0.8981,                0.81771,                0.90034,                0.68333,                0.86241,                0.84273,                0.90727,             0.00074376,             0.00074376,             0.00074376
                     16,                0.38334,                0.34881,                0.79865,                0.89464,                0.82256,                0.89362,                0.69017,                0.84862,                0.83349,                0.90208,             0.00070778,             0.00070778,             0.00070778
                     17,                 0.3722,                0.33778,                0.79787,                0.89187,                0.82766,                0.89198,                0.68132,                0.85573,                0.84207,                0.90566,             0.00067062,             0.00067062,             0.00067062
                     18,                0.35341,                0.32587,                0.79546,                 0.8754,                0.83128,                 0.8987,                0.69206,                0.84875,                0.83053,                0.90066,             0.00063249,             0.00063249,             0.00063249
                     19,                0.33324,                0.30886,                0.79241,                0.91317,                0.79666,                0.90425,                 0.6906,                0.84832,                0.82227,                0.90387,             0.00059364,             0.00059364,             0.00059364
                     20,                0.31412,                0.29092,                0.79037,                0.88632,                0.83388,                 0.8995,                0.69269,                0.84621,                0.80751,                0.89945,              0.0005543,              0.0005543,              0.0005543
                     21,                 0.2948,                 0.2787,                0.78927,                0.90648,                0.80813,                0.89643,                0.69125,                0.83901,                0.82061,                0.90382,             0.00051471,             0.00051471,             0.00051471
                     22,                0.28327,                0.26894,                0.78832,                0.92006,                0.80231,                0.89942,                0.69156,                0.83751,                0.80602,                0.90182,             0.00047513,             0.00047513,             0.00047513
                     23,                0.26789,                0.25476,                0.78605,                0.86684,                0.85248,                0.89814,                0.69252,                0.83857,                 0.8181,                0.90099,             0.00043579,             0.00043579,             0.00043579
                     24,                0.25315,                0.24443,                0.78355,                 0.9009,                0.82118,                 0.8982,                0.69326,                0.83559,                 0.8157,                 0.9042,             0.00039694,             0.00039694,             0.00039694
                     25,                0.23836,                0.23223,                0.78417,                 0.8997,                0.81459,                0.90327,                0.69363,                0.83827,                0.81339,                0.90142,             0.00035881,             0.00035881,             0.00035881
                     26,                0.22945,                0.22446,                0.78345,                0.91772,                0.80778,                0.89929,                0.69289,                0.83826,                0.81946,                0.90197,             0.00032164,             0.00032164,             0.00032164
                     27,                0.21763,                0.21418,                0.78102,                0.90316,                0.82346,                0.89581,                0.69298,                 0.8402,                0.82302,                0.90637,             0.00028567,             0.00028567,             0.00028567
                     28,                0.20446,                0.20651,                0.78168,                0.90014,                0.82418,                 0.8995,                0.69575,                0.83387,                0.79378,                0.90217,              0.0002511,              0.0002511,              0.0002511
                     29,                0.19372,                 0.1989,                0.78097,                 0.8719,                0.84323,                0.89598,                0.69498,                0.83634,                0.81954,                 0.9047,             0.00021816,             0.00021816,             0.00021816
                     30,                0.18305,                0.18992,                0.77819,                 0.8896,                0.83253,                0.89979,                 0.6923,                0.83378,                0.81027,                0.90318,             0.00018705,             0.00018705,             0.00018705
                     31,                0.17847,                0.18484,                0.78027,                0.87879,                0.83906,                0.89934,                0.69378,                0.83518,                 0.8148,                0.90431,             0.00015796,             0.00015796,             0.00015796
                     32,                0.16939,                0.17844,                0.78025,                0.89629,                0.82124,                0.89876,                0.69381,                 0.8306,                0.81156,                0.90253,             0.00013107,             0.00013107,             0.00013107
                     33,                0.15983,                0.16985,                0.77796,                0.89284,                0.83412,                0.89973,                0.69581,                0.83265,                0.81642,                0.90334,             0.00010655,             0.00010655,             0.00010655
                     34,                0.15535,                0.16594,                0.77889,                0.89804,                0.82811,                0.89864,                0.69357,                0.83207,                0.81817,                0.90362,             8.4538e-05,             8.4538e-05,             8.4538e-05
