                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.1813,                 4.1474,                0.99358,                0.00011,                0.02551,                0.00268,                0.00091,                 1.4732,                 5.3368,                  1.212,               0.067445,             2.0381e-05,             2.0381e-05
                      2,                 1.0155,                 2.6715,                0.93616,                0.12821,                0.61781,                0.29154,                0.22114,                 1.0033,                 4.0717,                0.93449,               0.034132,             4.1174e-05,             4.1174e-05
                      3,                0.92237,                 2.1139,                0.91236,                0.54018,                0.42329,                0.43383,                0.33025,                0.98201,                  2.474,                0.92592,             0.00081929,             6.1713e-05,             6.1713e-05
                      4,                0.83535,                 1.7908,                0.89039,                0.44466,                0.48905,                0.49774,                0.37916,                 0.9557,                 1.9461,                 0.9218,              6.171e-05,              6.171e-05,              6.171e-05
                      5,                0.78918,                  1.601,                0.87949,                0.59949,                0.51163,                0.56349,                0.43068,                0.94078,                 1.7444,                0.91891,              6.105e-05,              6.105e-05,              6.105e-05
                      6,                0.74242,                 1.4131,                0.86794,                0.65736,                0.60003,                0.63519,                0.48456,                0.93291,                 1.5956,                0.91539,             6.0208e-05,             6.0208e-05,             6.0208e-05
                      7,                0.71017,                 1.2961,                0.85845,                0.70178,                0.58729,                  0.688,                0.51663,                 0.9246,                 1.4978,                0.90962,              5.919e-05,              5.919e-05,              5.919e-05
                      8,                0.66736,                 1.1692,                0.85319,                0.75325,                0.64653,                0.72725,                0.55221,                0.91386,                 1.4286,                0.90835,             5.8002e-05,             5.8002e-05,             5.8002e-05
                      9,                0.64313,                 1.0803,                0.84713,                0.82446,                0.61531,                0.74751,                0.55838,                0.91081,                 1.4066,                0.91026,             5.6651e-05,             5.6651e-05,             5.6651e-05
                     10,                0.61937,                0.98916,                0.84332,                0.82541,                0.64112,                0.76757,                0.57367,                0.90461,                  1.314,                0.90767,             5.5145e-05,             5.5145e-05,             5.5145e-05
                     11,                0.59672,                0.91752,                0.84065,                0.81882,                0.65875,                0.77888,                0.58751,                 0.9024,                 1.2779,                0.90545,             5.3495e-05,             5.3495e-05,             5.3495e-05
                     12,                0.56662,                0.86775,                0.83507,                0.81511,                0.70572,                0.79864,                0.60143,                0.89816,                 1.2572,                0.90394,             5.1709e-05,             5.1709e-05,             5.1709e-05
